INFO 2025-12-10 06:15:29,142 autoreload 8652 22668 Watching for file changes with StatReloader
                    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\generators.py", line 561, in get_paths
    operation = self.get_operation(
        view, path, prefix, method, components, request
    )
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\generators.py", line 609, in get_operation
    operation = view_inspector.get_operation(operation_keys)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\view.py", line 43, in get_operation
    body = self.get_request_body_parameters(consumes)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\view.py", line 101, in get_request_body_parameters
    schema = self.get_request_body_schema(serializer)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\view.py", line 168, in get_request_body_schema
    return self.serializer_to_schema(serializer)
           ~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\base.py", line 551, in serializer_to_schema
    return self.probe_inspectors(
           ~~~~~~~~~~~~~~~~~~~~~^
        self.field_inspectors,
        ^^^^^^^^^^^^^^^^^^^^^^
    ...<2 lines>...
        {"field_inspectors": self.field_inspectors},
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\base.py", line 137, in probe_inspectors
    result = method(obj, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\field.py", line 55, in get_schema
    return self.probe_field_inspectors(
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        serializer, openapi.Schema, self.use_definitions
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\base.py", line 277, in probe_field_inspectors
    return self.probe_inspectors(
           ~~~~~~~~~~~~~~~~~~~~~^
        self.field_inspectors,
        ^^^^^^^^^^^^^^^^^^^^^^
    ...<5 lines>...
        **kwargs,
        ^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\base.py", line 137, in probe_inspectors
    result = method(obj, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\field.py", line 164, in field_to_swagger_object
    raise SwaggerGenerationError(
    ...<4 lines>...
    )
drf_yasg.errors.SwaggerGenerationError: Schema for <class 'clinic.views.DepartmentViewSet.get_serializer_class.<locals>.DepartmentSerializer'> would override distinct serializer <class 'clinic.views.DepartmentViewSet.get_serializer_class.<locals>.DepartmentSerializer'> because they implicitly share the same ref_name; explicitly set the ref_name attribute on both serializers' Meta classes
ERROR 2025-12-17 05:01:46,277 log 20404 8524 Internal Server Error: /redoc/
Traceback (most recent call last):
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\views\generic\base.py", line 106, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\rest_framework\views.py", line 509, in dispatch
    response = self.handle_exception(exc)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\rest_framework\views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\rest_framework\views.py", line 480, in raise_uncaught_exception
    raise exc
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\rest_framework\views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\views.py", line 129, in get
    schema = generator.get_schema(request, self.public)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\generators.py", line 337, in get_schema
    paths, prefix = self.get_paths(endpoints, components, request, public)
                    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\generators.py", line 561, in get_paths
    operation = self.get_operation(
        view, path, prefix, method, components, request
    )
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\generators.py", line 609, in get_operation
    operation = view_inspector.get_operation(operation_keys)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\view.py", line 43, in get_operation
    body = self.get_request_body_parameters(consumes)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\view.py", line 101, in get_request_body_parameters
    schema = self.get_request_body_schema(serializer)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\view.py", line 168, in get_request_body_schema
    return self.serializer_to_schema(serializer)
           ~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\base.py", line 551, in serializer_to_schema
    return self.probe_inspectors(
           ~~~~~~~~~~~~~~~~~~~~~^
        self.field_inspectors,
        ^^^^^^^^^^^^^^^^^^^^^^
    ...<2 lines>...
        {"field_inspectors": self.field_inspectors},
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\base.py", line 137, in probe_inspectors
    result = method(obj, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\field.py", line 55, in get_schema
    return self.probe_field_inspectors(
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        serializer, openapi.Schema, self.use_definitions
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\base.py", line 277, in probe_field_inspectors
    return self.probe_inspectors(
           ~~~~~~~~~~~~~~~~~~~~~^
        self.field_inspectors,
        ^^^^^^^^^^^^^^^^^^^^^^
    ...<5 lines>...
        **kwargs,
        ^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\base.py", line 137, in probe_inspectors
    result = method(obj, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\inspectors\field.py", line 164, in field_to_swagger_object
    raise SwaggerGenerationError(
    ...<4 lines>...
    )
drf_yasg.errors.SwaggerGenerationError: Schema for <class 'clinic.views.DepartmentViewSet.get_serializer_class.<locals>.DepartmentSerializer'> would override distinct serializer <class 'clinic.views.DepartmentViewSet.get_serializer_class.<locals>.DepartmentSerializer'> because they implicitly share the same ref_name; explicitly set the ref_name attribute on both serializers' Meta classes
INFO 2025-12-17 05:05:12,992 autoreload 20388 9312 Watching for file changes with StatReloader
